22 2026-02-16 07:19:29 1 0 1 0
33 2026-02-16 07:38:40 1 0 1 0
39 2026-02-16 07:44:01 1 0 1 0
32 2026-02-16 07:51:35 1 0 15 0
37 2026-02-16 07:52:58 1 0 15 0
10 2026-02-16 08:16:27 1 0 1 0
10 2026-02-16 17:05:44 1 0 1 0
35 2026-02-16 16:58:31 1 0 1 0
39 2026-02-16 17:00:15 1 0 1 0
5 2026-02-16 17:00:53 1 0 1 0
1 2026-02-16 17:02:10 1 0 1 0
22 2026-02-17 07:25:15 1 0 1 0
39 2026-02-17 07:44:26 1 0 1 0
